code_insee,nom_commune,annee,type_bien,n_ventes,prix_m2_median,prix_median,surface_mediane,fiable
59458,Péronne-en-Mélantois,2024,Maison,10,4516.0,363390.0,86.0,true
59458,Péronne-en-Mélantois,2025,Maison,9,3696.0,377000.0,102.0,false
59470,Prémesques,2021,Appartement,14,3806.0,244750.0,68.0,true
59470,Prémesques,2022,Appartement,1,4800.0,336000.0,70.0,false
59470,Prémesques,2024,Appartement,1,2514.0,271500.0,108.0,false
59470,Prémesques,2021,Maison,30,2893.0,263000.0,106.0,true
59470,Prémesques,2022,Maison,22,3283.0,290305.0,90.0,true
59470,Prémesques,2023,Maison,13,3267.0,270000.0,84.0,true
59470,Prémesques,2024,Maison,23,2927.0,278000.0,100.0,true
59470,Prémesques,2025,Maison,20,2934.0,313384.0,98.0,true
59477,Provin,2021,Appartement,4,2491.0,127970.0,58.0,false
59477,Provin,2023,Appartement,1,3238.0,136000.0,42.0,false
59477,Provin,2025,Appartement,2,2840.0,202865.0,73.0,false
59477,Provin,2021,Maison,57,2143.0,201000.0,87.0,true
59477,Provin,2022,Maison,51,2207.0,205000.0,87.0,true
59477,Provin,2023,Maison,43,2344.0,179900.0,80.0,true
59477,Provin,2024,Maison,39,2071.0,200000.0,93.0,true
59477,Provin,2025,Maison,49,2158.0,193000.0,91.0,true
59482,Quesnoy-sur-Deûle,2021,Appartement,4,3458.0,213850.0,64.0,false
59482,Quesnoy-sur-Deûle,2022,Appartement,14,2377.0,155430.0,66.0,true
59482,Quesnoy-sur-Deûle,2023,Appartement,3,3538.0,230000.0,65.0,false
59482,Quesnoy-sur-Deûle,2024,Appartement,4,3335.0,200000.0,66.0,false
59482,Quesnoy-sur-Deûle,2025,Appartement,7,3302.0,196000.0,65.0,false
59482,Quesnoy-sur-Deûle,2021,Maison,63,2912.0,272000.0,92.0,true
59482,Quesnoy-sur-Deûle,2022,Maison,67,2989.0,274510.0,94.0,true
59482,Quesnoy-sur-Deûle,2023,Maison,58,2892.0,243750.0,94.0,true
59482,Quesnoy-sur-Deûle,2024,Maison,66,2682.0,238800.0,90.0,true
59482,Quesnoy-sur-Deûle,2025,Maison,53,2857.0,269000.0,96.0,true
59487,Radinghem-en-Weppes,2021,Appartement,1,3963.0,154560.0,39.0,false
59487,Radinghem-en-Weppes,2022,Appartement,2,3836.0,250470.0,66.0,false
59487,Radinghem-en-Weppes,2024,Appartement,1,3541.0,216000.0,61.0,false
59487,Radinghem-en-Weppes,2025,Appartement,1,3683.0,232000.0,63.0,false
59487,Radinghem-en-Weppes,2021,Maison,15,3250.0,372000.0,128.0,true
59487,Radinghem-en-Weppes,2022,Maison,6,3012.0,440000.0,141.0,false
59487,Radinghem-en-Weppes,2023,Maison,11,3273.0,496500.0,116.0,true
59487,Radinghem-en-Weppes,2024,Maison,7,2845.0,380000.0,120.0,false
59487,Radinghem-en-Weppes,2025,Maison,12,3589.0,460000.0,115.0,true
59507,Ronchin,2021,Appartement,114,2742.0,139500.0,54.0,true
59507,Ronchin,2022,Appartement,82,2428.0,132840.0,56.0,true
59507,Ronchin,2023,Appartement,45,2432.0,140000.0,65.0,true
59507,Ronchin,2024,Appartement,61,2551.0,127530.0,52.0,true
59507,Ronchin,2025,Appartement,86,2451.0,128050.0,52.0,true
59507,Ronchin,2021,Maison,212,2415.0,200000.0,87.0,true
59507,Ronchin,2022,Maison,207,2517.0,218000.0,88.0,true
59507,Ronchin,2023,Maison,134,2370.0,218500.0,92.0,true
59507,Ronchin,2024,Maison,132,2262.0,199000.0,87.0,true
59507,Ronchin,2025,Maison,173,2362.0,212000.0,92.0,true
59508,Roncq,2021,Appartement,38,3053.0,201750.0,65.0,true
59508,Roncq,2022,Appartement,42,3328.0,195000.0,52.0,true
59508,Roncq,2023,Appartement,18,3065.0,188500.0,68.0,true
59508,Roncq,2024,Appartement,30,3111.0,166525.0,53.0,true
59508,Roncq,2025,Appartement,28,2786.0,169500.0,62.0,true
59508,Roncq,2021,Maison,161,2634.0,245000.0,93.0,true
59508,Roncq,2022,Maison,194,2841.0,260025.0,95.0,true
59508,Roncq,2023,Maison,112,2590.0,237050.0,92.0,true
59508,Roncq,2024,Maison,112,2531.0,231334.0,96.0,true
59508,Roncq,2025,Maison,124,2733.0,246000.0,92.0,true
59512,Roubaix,2021,Appartement,373,1868.0,98000.0,62.0,true
59512,Roubaix,2022,Appartement,342,1933.0,102230.0,60.0,true
59512,Roubaix,2023,Appartement,250,1961.0,114500.0,64.0,true
59512,Roubaix,2024,Appartement,213,1892.0,105000.0,65.0,true
59512,Roubaix,2025,Appartement,228,1928.0,124650.0,66.0,true
59512,Roubaix,2021,Maison,725,1417.0,125000.0,90.0,true
59512,Roubaix,2022,Maison,682,1522.0,129606.0,86.0,true
59512,Roubaix,2023,Maison,493,1427.0,115000.0,83.0,true
59512,Roubaix,2024,Maison,443,1393.0,113900.0,81.0,true
59512,Roubaix,2025,Maison,526,1384.0,117000.0,85.0,true
59522,Sailly-lez-Lannoy,2021,Maison,24,3178.0,325400.0,108.0,true
59522,Sailly-lez-Lannoy,2022,Maison,26,3222.0,320000.0,101.0,true
59522,Sailly-lez-Lannoy,2023,Maison,20,3316.0,333825.0,106.0,true
59522,Sailly-lez-Lannoy,2024,Maison,19,3326.0,443000.0,123.0,true
59522,Sailly-lez-Lannoy,2025,Maison,24,3315.0,338000.0,111.0,true
59523,Sainghin-en-Mélantois,2023,Appartement,2,3523.0,274550.0,79.0,false
59523,Sainghin-en-Mélantois,2024,Appartement,1,3413.0,245730.0,72.0,false
59523,Sainghin-en-Mélantois,2025,Appartement,2,3288.0,128650.0,40.0,false
59523,Sainghin-en-Mélantois,2021,Maison,28,3418.0,332500.0,104.0,true
59523,Sainghin-en-Mélantois,2022,Maison,32,3404.0,320000.0,92.0,true
59523,Sainghin-en-Mélantois,2023,Maison,19,3250.0,288000.0,95.0,true
59523,Sainghin-en-Mélantois,2024,Maison,31,3137.0,360000.0,124.0,true
59523,Sainghin-en-Mélantois,2025,Maison,27,3152.0,304740.0,99.0,true
59524,Sainghin-en-Weppes,2021,Appartement,7,2308.0,114200.0,52.0,false
59524,Sainghin-en-Weppes,2022,Appartement,2,3085.0,106360.0,35.0,false
59524,Sainghin-en-Weppes,2023,Appartement,1,1525.0,90000.0,59.0,false
59524,Sainghin-en-Weppes,2025,Appartement,1,2903.0,150950.0,52.0,false
59524,Sainghin-en-Weppes,2021,Maison,78,2259.0,197750.0,87.0,true
59524,Sainghin-en-Weppes,2022,Maison,85,2422.0,217800.0,85.0,true
59524,Sainghin-en-Weppes,2023,Maison,73,2500.0,212920.0,83.0,true
59524,Sainghin-en-Weppes,2024,Maison,57,2277.0,185000.0,83.0,true
59524,Sainghin-en-Weppes,2025,Maison,56,2693.0,227450.0,83.0,true
59527,Saint-André-lez-Lille,2021,Appartement,155,3439.0,187368.0,53.0,true
59527,Saint-André-lez-Lille,2022,Appartement,141,3564.0,195500.0,61.0,true
59527,Saint-André-lez-Lille,2023,Appartement,83,3323.0,175000.0,54.0,true
59527,Saint-André-lez-Lille,2024,Appartement,64,3427.0,179000.0,59.0,true
59527,Saint-André-lez-Lille,2025,Appartement,83,3464.0,185150.0,58.0,true
59527,Saint-André-lez-Lille,2021,Maison,128,3307.0,265750.0,82.0,true
59527,Saint-André-lez-Lille,2022,Maison,153,3433.0,280000.0,82.0,true
59527,Saint-André-lez-Lille,2023,Maison,102,3300.0,279350.0,85.0,true
59527,Saint-André-lez-Lille,2024,Maison,95,3302.0,268000.0,82.0,true
59527,Saint-André-lez-Lille,2025,Maison,115,3456.0,280000.0,82.0,true
59550,Salomé,2021,Maison,44,2081.0,189250.0,84.0,true
59550,Salomé,2022,Maison,49,2162.0,180000.0,85.0,true
59550,Salomé,2023,Maison,36,2140.0,180200.0,92.0,true
59550,Salomé,2024,Maison,37,1935.0,164000.0,85.0,true
59550,Salomé,2025,Maison,38,2345.0,188250.0,82.0,true
59553,Santes,2022,Appartement,2,3577.0,208400.0,58.0,false
59553,Santes,2023,Appartement,3,3768.0,187000.0,50.0,false
59553,Santes,2021,Maison,59,2602.0,282290.0,109.0,true
59553,Santes,2022,Maison,74,2716.0,254351.0,100.0,true
59553,Santes,2023,Maison,41,2452.0,237785.0,98.0,true
59553,Santes,2024,Maison,55,2636.0,265000.0,101.0,true
59553,Santes,2025,Maison,49,2499.0,268350.0,109.0,true
59560,Seclin,2021,Appartement,70,3236.0,173000.0,63.0,true
59560,Seclin,2022,Appartement,68,2817.0,162500.0,62.0,true
59560,Seclin,2023,Appartement,40,2840.0,169785.0,61.0,true
59560,Seclin,2024,Appartement,18,2685.0,151700.0,57.0,true
59560,Seclin,2025,Appartement,39,2592.0,134100.0,49.0,true
59560,Seclin,2021,Maison,127,2388.0,191000.0,84.0,true
59560,Seclin,2022,Maison,137,2583.0,206000.0,84.0,true
59560,Seclin,2023,Maison,112,2437.0,205250.0,79.0,true
59560,Seclin,2024,Maison,92,2158.0,201862.0,90.0,true
59560,Seclin,2025,Maison,129,2415.0,213500.0,84.0,true
59566,Sequedin,2021,Appartement,5,3047.0,153000.0,62.0,false
59566,Sequedin,2022,Appartement,4,2560.0,124350.0,48.0,false
59566,Sequedin,2023,Appartement,2,3736.0,185400.0,51.0,false
59566,Sequedin,2024,Appartement,6,3443.0,156175.0,45.0,false
59566,Sequedin,2025,Appartement,6,2772.0,147750.0,55.0,false
59566,Sequedin,2021,Maison,57,2982.0,255000.0,83.0,true
59566,Sequedin,2022,Maison,49,2965.0,241500.0,83.0,true
59566,Sequedin,2023,Maison,27,2726.0,273000.0,92.0,true
59566,Sequedin,2024,Maison,42,2670.0,232940.0,83.0,true
59566,Sequedin,2025,Maison,42,2820.0,253755.0,88.0,true
59585,Templemars,2021,Appartement,11,2569.0,169500.0,63.0,true
59585,Templemars,2022,Appartement,12,3205.0,210000.0,66.0,true
59585,Templemars,2023,Appartement,6,2517.0,132950.0,63.0,false
59585,Templemars,2024,Appartement,5,3016.0,150325.0,62.0,false
59585,Templemars,2025,Appartement,13,3273.0,171000.0,55.0,true
59585,Templemars,2021,Maison,38,2657.0,247550.0,98.0,true
59585,Templemars,2022,Maison,48,2924.0,267452.0,90.0,true
59585,Templemars,2023,Maison,33,2792.0,259500.0,91.0,true
59585,Templemars,2024,Maison,28,2719.0,256880.0,97.0,true
59585,Templemars,2025,Maison,38,2656.0,270950.0,99.0,true
59598,Toufflers,2022,Appartement,3,2250.0,157400.0,45.0,false
59598,Toufflers,2024,Appartement,3,3363.0,171000.0,59.0,false
59598,Toufflers,2025,Appartement,1,2622.0,118000.0,45.0,false
59598,Toufflers,2021,Maison,49,2500.0,250000.0,105.0,true
59598,Toufflers,2022,Maison,42,2506.0,230000.0,95.0,true
59598,Toufflers,2023,Maison,37,2806.0,268000.0,93.0,true
59598,Toufflers,2024,Maison,31,2683.0,259000.0,92.0,true
59598,Toufflers,2025,Maison,58,2654.0,220000.0,89.0,true
59599,Tourcoing,2021,Appartement,484,1662.0,108000.0,65.0,true
59599,Tourcoing,2022,Appartement,525,1813.0,115000.0,63.0,true
59599,Tourcoing,2023,Appartement,377,1804.0,108000.0,61.0,true
59599,Tourcoing,2024,Appartement,379,1666.0,108000.0,65.0,true
59599,Tourcoing,2025,Appartement,393,1781.0,110000.0,64.0,true
59599,Tourcoing,2021,Maison,1040,1826.0,148000.0,83.0,true
59599,Tourcoing,2022,Maison,971,1944.0,157700.0,82.0,true
59599,Tourcoing,2023,Maison,705,1857.0,150000.0,81.0,true
59599,Tourcoing,2024,Maison,636,1778.0,146000.0,82.0,true
59599,Tourcoing,2025,Maison,760,1804.0,146750.0,82.0,true
59602,Tressin,2021,Appartement,1,1824.0,166000.0,91.0,false
59602,Tressin,2023,Appartement,1,2000.0,182000.0,91.0,false
59602,Tressin,2025,Appartement,1,1568.0,61150.0,39.0,false
59602,Tressin,2021,Maison,21,3133.0,255000.0,109.0,true
59602,Tressin,2022,Maison,12,3665.0,330000.0,85.0,true
59602,Tressin,2023,Maison,16,3293.0,263750.0,89.0,true
59602,Tressin,2024,Maison,13,3101.0,295000.0,100.0,true
59602,Tressin,2025,Maison,15,3088.0,395300.0,113.0,true
59609,Vendeville,2021,Appartement,8,2955.0,176450.0,64.0,false
59609,Vendeville,2022,Appartement,15,3703.0,187000.0,58.0,true
59609,Vendeville,2023,Appartement,2,2363.0,172330.0,73.0,false
59609,Vendeville,2024,Appartement,4,2325.0,154710.0,66.0,false
59609,Vendeville,2025,Appartement,2,2137.0,152500.0,72.0,false
59609,Vendeville,2021,Maison,21,2783.0,265970.0,96.0,true
59609,Vendeville,2022,Maison,14,3090.0,279277.0,90.0,true
59609,Vendeville,2023,Maison,21,2977.0,280000.0,90.0,true
59609,Vendeville,2024,Maison,14,3167.0,321000.0,94.0,true
59609,Vendeville,2025,Maison,10,2875.0,292500.0,96.0,true
59611,Verlinghem,2022,Appartement,1,3511.0,165000.0,47.0,false
59611,Verlinghem,2023,Appartement,2,3664.0,176250.0,48.0,false
59611,Verlinghem,2025,Appartement,1,4032.0,379000.0,94.0,false
59611,Verlinghem,2021,Maison,29,3352.0,323400.0,100.0,true
59611,Verlinghem,2022,Maison,21,3656.0,320000.0,92.0,true
59611,Verlinghem,2023,Maison,15,3570.0,341100.0,94.0,true
59611,Verlinghem,2024,Maison,20,3155.0,314535.0,106.0,true
59611,Verlinghem,2025,Maison,28,3637.0,367175.0,102.0,true
59636,Wambrechies,2021,Appartement,41,3392.0,229400.0,72.0,true
59636,Wambrechies,2022,Appartement,56,3636.0,198400.0,57.0,true
59636,Wambrechies,2023,Appartement,57,3609.0,225000.0,67.0,true
59636,Wambrechies,2024,Appartement,44,3585.0,222625.0,67.0,true
59636,Wambrechies,2025,Appartement,52,3664.0,186500.0,54.0,true
59636,Wambrechies,2021,Maison,136,3295.0,306085.0,95.0,true
59636,Wambrechies,2022,Maison,124,3565.0,317450.0,92.0,true
59636,Wambrechies,2023,Maison,100,3490.0,297500.0,91.0,true
59636,Wambrechies,2024,Maison,70,3257.0,328925.0,101.0,true
59636,Wambrechies,2025,Maison,109,3418.0,348500.0,103.0,true
59643,Warneton,2021,Maison,3,2773.0,320000.0,122.0,false
59643,Warneton,2022,Maison,1,537.0,44047.0,82.0,false
59643,Warneton,2023,Maison,3,2330.0,200410.0,86.0,false
59643,Warneton,2024,Maison,2,1438.0,109000.0,77.0,false
59643,Warneton,2025,Maison,1,1250.0,150000.0,120.0,false
59646,Wasquehal,2021,Appartement,83,2945.0,168000.0,62.0,true
59646,Wasquehal,2022,Appartement,86,3293.0,169500.0,52.0,true
59646,Wasquehal,2023,Appartement,59,3219.0,157240.0,49.0,true
59646,Wasquehal,2024,Appartement,54,3152.0,157700.0,50.0,true
59646,Wasquehal,2025,Appartement,63,3214.0,170000.0,63.0,true
59646,Wasquehal,2021,Maison,291,3183.0,285000.0,92.0,true
59646,Wasquehal,2022,Maison,237,3295.0,300000.0,90.0,true
59646,Wasquehal,2023,Maison,183,3199.0,302400.0,90.0,true
59646,Wasquehal,2024,Maison,166,3324.0,290250.0,90.0,true
59646,Wasquehal,2025,Maison,175,3144.0,282750.0,92.0,true
59648,Wattignies,2021,Appartement,91,1521.0,97850.0,62.0,true
59648,Wattignies,2022,Appartement,99,2270.0,126000.0,53.0,true
59648,Wattignies,2023,Appartement,78,2134.0,119450.0,53.0,true
59648,Wattignies,2024,Appartement,56,1718.0,98000.0,53.0,true
59648,Wattignies,2025,Appartement,72,2240.0,124950.0,57.0,true
59648,Wattignies,2021,Maison,112,2415.0,210000.0,93.0,true
59648,Wattignies,2022,Maison,114,2526.0,218439.0,93.0,true
59648,Wattignies,2023,Maison,81,2444.0,218200.0,94.0,true
59648,Wattignies,2024,Maison,85,2258.0,210000.0,95.0,true
59648,Wattignies,2025,Maison,122,2558.0,223500.0,96.0,true
59650,Wattrelos,2021,Appartement,56,2331.0,127065.0,60.0,true
59650,Wattrelos,2022,Appartement,57,1987.0,127000.0,59.0,true
59650,Wattrelos,2023,Appartement,57,1989.0,120000.0,64.0,true
59650,Wattrelos,2024,Appartement,34,1605.0,102000.0,59.0,true
59650,Wattrelos,2025,Appartement,56,1950.0,123075.0,66.0,true
59650,Wattrelos,2021,Maison,515,1875.0,153000.0,80.0,true
59650,Wattrelos,2022,Maison,424,2002.0,164000.0,81.0,true
59650,Wattrelos,2023,Maison,312,1950.0,156465.0,80.0,true
59650,Wattrelos,2024,Maison,313,1831.0,152000.0,82.0,true
59650,Wattrelos,2025,Maison,366,1950.0,164625.0,82.0,true
59653,Wavrin,2021,Appartement,5,2680.0,175000.0,70.0,false
59653,Wavrin,2022,Appartement,6,2120.0,170225.0,87.0,false
59653,Wavrin,2024,Appartement,2,1930.0,138750.0,71.0,false
59653,Wavrin,2025,Appartement,1,1924.0,177000.0,92.0,false
59653,Wavrin,2021,Maison,95,2401.0,215500.0,86.0,true
59653,Wavrin,2022,Maison,94,2679.0,217500.0,85.0,true
59653,Wavrin,2023,Maison,68,2460.0,203800.0,86.0,true
59653,Wavrin,2024,Maison,58,2543.0,208950.0,81.0,true
59653,Wavrin,2025,Maison,87,2530.0,210000.0,86.0,true
59656,Wervicq-Sud,2021,Appartement,47,3521.0,167272.0,48.0,true
59656,Wervicq-Sud,2022,Appartement,19,3203.0,162400.0,45.0,true
59656,Wervicq-Sud,2023,Appartement,7,2774.0,138000.0,56.0,false
59656,Wervicq-Sud,2024,Appartement,14,2532.0,164565.0,65.0,true
59656,Wervicq-Sud,2025,Appartement,11,2527.0,168572.0,65.0,true
59656,Wervicq-Sud,2021,Maison,50,2672.0,240850.0,94.0,true
59656,Wervicq-Sud,2022,Maison,36,2534.0,261520.0,104.0,true
59656,Wervicq-Sud,2023,Maison,19,2719.0,234300.0,93.0,true
59656,Wervicq-Sud,2024,Maison,31,2935.0,255250.0,94.0,true
59656,Wervicq-Sud,2025,Maison,38,2517.0,233650.0,94.0,true
59658,Wicres,2021,Maison,4,2401.0,279500.0,111.0,false
59658,Wicres,2022,Maison,5,2329.0,347000.0,104.0,false
59658,Wicres,2023,Maison,4,2774.0,342000.0,128.0,false
59658,Wicres,2024,Maison,4,2268.0,195850.0,90.0,false
59658,Wicres,2025,Maison,2,2185.0,229000.0,109.0,false
59660,Willems,2023,Appartement,1,3240.0,162000.0,50.0,false
59660,Willems,2024,Appartement,1,2833.0,85000.0,30.0,false
59660,Willems,2025,Appartement,2,3466.0,152500.0,45.0,false
59660,Willems,2021,Maison,34,2954.0,308000.0,103.0,true
59660,Willems,2022,Maison,31,2876.0,269000.0,88.0,true
59660,Willems,2023,Maison,28,2824.0,275200.0,97.0,true
59660,Willems,2024,Maison,34,2744.0,272500.0,98.0,true
59660,Willems,2025,Maison,20,2481.0,263455.0,97.0,true
59670,Don,2024,Appartement,1,1849.0,98000.0,53.0,false
59670,Don,2025,Appartement,2,2903.0,136200.0,48.0,false
59670,Don,2021,Maison,20,2305.0,233179.0,104.0,true
59670,Don,2022,Maison,13,2300.0,252000.0,100.0,true
59670,Don,2023,Maison,9,2413.0,238845.0,102.0,false
59670,Don,2024,Maison,14,2054.0,196500.0,94.0,true
59670,Don,2025,Maison,17,2395.0,220000.0,82.0,true
